"";"DVS";"LAI";"W";"dW";"Temperature";"Irradiation"
"61";1,02619117647059;6,70447481388426;1060,43801292605;24,822257839872;19,4;16,70112
"62";1,04313235294118;6,6646852454269;1085,26027076592;36,2544009567984;19,95;24,39936
"63";1,06072058823529;6,70039829428329;1121,51467172272;16,4236054099781;17,7;11,05056
"64";1,07566176470588;6,60613978061964;1137,9382771327;34,5717124126518;19,35;23,27616
"65";1,09254411764706;6,63267171788329;1172,50998954535;21,5502923530002;20,6;14,50656
"66";1,11089705882353;6,57376846664129;1194,06028189835;18,1415371533675;19,7;12,21696
"67";1,12819117647059;6,49447540413894;1212,20181905172;29,4917922893156;17;19,872
"68";1,14230882352941;6,49133779189533;1241,69361134104;38,9154258635753;18,75;26,2224
"69";1,15848529411765;6,54954792625171;1280,60903720461;30,6069340704274;19,45;20,61504
"70";1,17548529411765;6,55200655992193;1311,21597127504;43,101895255246;20,3;29,0304
"71";1,19348529411765;6,63560868228338;1354,31786653029;22,3336852428794;21;15,0336
"72";1,21230882352941;6,58170937589359;1376,65155177316;6,90289634568514;16,25;4,64832
"73";1,22554411764706;6,42912692086374;1383,55444811885;22,3768815761517;16,8;15,08544
"74";1,23942647058824;6,38170284348281;1405,931329695;26,9035737865934;16,6;18,144
"75";1,25307352941176;6,36512498779118;1432,83490348159;26,3106906201684;20,4;17,74656
"76";1,27119117647059;6,34519072718854;1459,14559410176;14,7412876538081;17,15;9,94464
"77";1,28548529411765;6,25065337512264;1473,88688175557;19,4257431929528;13,35;13,11552
"78";1,29530882352941;6,18940110462315;1493,31262494852;32,6779094369136;13,15;22,0752
"79";1,30489705882353;6,2161254828244;1525,99053438544;23,3343280136007;14,65;15,75936
"80";1,31625;6,18131485042807;1549,32486239904;10,6403000999942;15,65;7,18848
"81";1,32877941176471;6,06503735556519;1559,96516249903;15,4569110097094;16,05;10,4544
"82";1,34177941176471;5,98355615646134;1575,42207350874;28,0156792027578;20,8;18,9648
"83";1,36036764705882;5,98615138658543;1603,4377527115;25,0552691238528;18,05;16,96032
"84";1,37572058823529;5,96942609429291;1628,49302183535;14,0375985498553;15,65;9,504
"85";1,38825;5,88158770203818;1642,53062038521;18,2436216336852;14,6;12,36384
"86";1,39954411764706;5,82372361159599;1660,77424201889;20,5753170591217;15,55;13,9536
"87";1,41195588235294;5,7827514641324;1681,34955907802;20,412180807967;16,1;13,84992
"88";1,42501470588235;5,74194809546021;1701,76173988598;35,9670148380529;16,95;24,41664
"89";1,43907352941176;5,80347524904375;1737,72875472403;36,7844440699145;16,9;24,95232
"90";1,45307352941176;5,86846987802688;1774,51319879395;22,9444458845692;16,25;15,552
"91";1,46630882352941;5,84155467993578;1797,45764467852;31,003382401867;16,05;21,02112
"92";1,47930882352941;5,86783002514984;1828,46102708039;20,1654675291089;15,05;13,66848
"93";1,49113235294118;5,82287066333455;1848,62649460949;23,4670856898459;16,4;15,91488
"94";1,50454411764706;5,80072060041851;1872,09358029934;22,2125701371588;21,2;15,06816
"95";1,52360294117647;5,77108068829749;1894,3061504365;34,2869561071001;23,8;23,26752
"96";1,54572058823529;5,82081348234471;1928,5931065436;33,8238664874811;25,2;22,9392
"97";1,56948529411765;5,866044210043;1962,41697303108;37,8572602136657;26,2;25,6608
"98";1,59442647058824;5,93613507513054;2000,27423324475;40,3624266621238;21,7;27,33696
"99";1,61407352941176;6,02040679618043;2040,63665990687;31,0400137732899;20;21,00384
"100";1,63172058823529;6,0415546818214;2071,67667368016;17,7264658382671;17;11,99232
"101";1,64583823529412;5,97553006931549;2089,40313951843;23,6357791638501;19,05;16,00128
"102";1,66236764705882;5,94989673180105;2113,03891868228;29,9702340912725;18,1;20,29536
"103";1,67777941176471;5,96620635144029;2143,00915277355;31,1240917652275;17,7;21,07296
"104";1,69272058823529;5,98952675737106;2174,13324453878;10,8113005318289;14,7;7,31808
"105";1,70413235294118;5,88011440810682;2184,94454507061;15,91030798403;16,55;10,78272
"106";1,71772058823529;5,80712797775981;2200,85485305464;33,3342085006495;18,05;22,61088
"107";1,73307352941176;5,84958649368123;2234,18906155529;31,5670837769785;20,95;21,40128
"108";1,75183823529412;5,87928494342116;2265,75614533226;31,2211290649172;19,7;21,15936
"109";1,76913235294118;5,90584373404049;2296,97727439718;19,6259694127372;18,55;13,29696
"110";1,78507352941177;5,85623722320206;2316,60324380992;9,76273275378194;15,45;6,61824
"111";1,79736764705882;5,74400786940558;2326,3659765637;23,0240781027552;13,15;15,62976
"112";1,80695588235294;5,72134414099132;2349,39005466646;29,9772710373523;13,55;20,35584
"113";1,81701470588235;5,74455607850437;2379,36732570381;38,4246428592808;15,8;26,08416
"114";1,82972058823529;5,82197957473457;2417,79196856309;9,40202097547391;16;6,37632
"115";1,84266176470588;5,70843332383311;2427,19398953856;32,7964263200421;17,05;22,27392
"116";1,85683823529412;5,75035709519839;2459,9904158586;37,7910586720843;18,45;25,65216
"117";1,87266176470588;5,82348826371099;2497,78147453069;39,1248415031538;21,25;26,53344
"118";1,89177941176471;5,90309508557016;2536,90631603384;30,3880564790743;22,75;20,58912
"119";1,91266176470588;5,92352460011704;2567,29437251292;7,64022709878392;16,85;5,17536
"120";1,92660294117647;5,79548033825562;2574,9345996117;6,45702238119645;15,55;4,38048
"121";1,93901470588235;5,66358657358573;2581,3916219929;2,44109835058677;15;1,65888
"122";1,95077941176471;5,50954611565697;2583,83272034348;6,17810700626521;17,5;4,20768
"123";1,96548529411765;5,38441742772799;2590,01082734975;30,9560812513404;17,55;21,1248
"124";1,98025;5,42409943302986;2620,96690860109;31,4955461632996;17,5;21,47904
"125";1,99495588235294;5,46609750010041;2652,46245476439;34,1407538216442;18,45;23,26752
"126";2,01077941176471;5,52402947493809;2686,60320858603;0;19,1;19,29312
